Frame,X,Y,Z,QX,QY,QZ,QW,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,waist_yaw_joint,waist_roll_joint,waist_pitch_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint
503,-2.392758,0.289932,0.800915,0.010018,-0.049299,-0.012879,0.998651,0.107053,0.022619,0.196202,0.134327,-0.062352,-0.009643,0.101913,-0.106308,-0.243119,0.171677,-0.127662,0.051717,0.015317,-0.038867,0.049777,-0.136698,-0.051847,-0.108081,0.635708,1.225781,0.111758,-0.044983,0.183579,-0.054045,-0.122365,0.712597,-0.940959,0.228773,0.122109
504,-2.386979,0.288471,0.801053,0.009567,-0.048084,-0.008006,0.998765,0.115185,0.023621,0.187017,0.126995,-0.06382,-0.01253,0.126072,-0.101055,-0.255226,0.140604,-0.122256,0.05336,0.01445,-0.034629,0.043613,-0.109287,-0.044927,-0.120025,0.628324,1.213504,0.116312,-0.034883,0.174377,-0.048863,-0.134679,0.710521,-0.93258,0.235335,0.104296
505,-2.381866,0.287158,0.801012,0.009372,-0.046217,-0.003219,0.998882,0.116937,0.02498,0.178073,0.12802,-0.06802,-0.015232,0.13991,-0.097956,-0.26605,0.125179,-0.121937,0.054674,0.013292,-0.031189,0.038406,-0.081666,-0.037484,-0.126728,0.638961,1.207796,0.131543,-0.031146,0.170597,-0.037984,-0.15149,0.701886,-0.914021,0.23607,0.083416
506,-2.377411,0.286119,0.800931,0.009447,-0.04439,-0.000252,0.99897,0.117871,0.025968,0.172537,0.130154,-0.070997,-0.017644,0.142855,-0.097653,-0.272518,0.127271,-0.126522,0.0555,0.012508,-0.028532,0.034711,-0.052946,-0.031294,-0.124088,0.664146,1.202575,0.150152,-0.02824,0.169569,-0.025315,-0.1653,0.69359,-0.892924,0.236401,0.060854
507,-2.373396,0.285345,0.800839,0.009817,-0.04311,0.00035,0.999022,0.120556,0.026481,0.171547,0.131513,-0.072998,-0.019862,0.142331,-0.098634,-0.274103,0.134976,-0.131955,0.056042,0.012379,-0.026077,0.032329,-0.023163,-0.024893,-0.113939,0.70563,1.203197,0.183075,-0.034662,0.171055,-0.014384,-0.168672,0.689128,-0.876463,0.233948,0.045671
508,-2.369713,0.284833,0.800677,0.010181,-0.042061,-0.000028,0.999063,0.12418,0.026691,0.173006,0.131602,-0.075382,-0.021536,0.142763,-0.09951,-0.273497,0.140386,-0.137309,0.056937,0.012784,-0.02382,0.030788,0.006367,-0.021497,-0.097526,0.756148,1.203184,0.225611,-0.048449,0.173432,-0.0081,-0.161766,0.688542,-0.86753,0.228125,0.043568
509,-2.366356,0.284471,0.800441,0.010271,-0.040783,-0.000713,0.999115,0.127311,0.027297,0.175274,0.130855,-0.078557,-0.022932,0.143876,-0.099448,-0.27227,0.142717,-0.142399,0.057952,0.013147,-0.022081,0.029562,0.034116,-0.016016,-0.084257,0.813808,1.21314,0.272673,-0.061031,0.175066,-0.005574,-0.149115,0.689517,-0.865953,0.221265,0.051068
510,-2.363292,0.28421,0.800166,0.010065,-0.038899,-0.001699,0.999191,0.129597,0.028372,0.177908,0.128742,-0.082489,-0.024235,0.144739,-0.098295,-0.270599,0.141967,-0.146215,0.058797,0.013146,-0.020904,0.028205,0.060021,-0.00624,-0.083882,0.875591,1.239195,0.317211,-0.086993,0.176669,-0.006895,-0.133953,0.691276,-0.871985,0.214071,0.064757
511,-2.360463,0.284069,0.799862,0.0097,-0.036569,-0.00281,0.99928,0.130791,0.02959,0.18024,0.126673,-0.087267,-0.025412,0.145315,-0.096612,-0.268747,0.139138,-0.149186,0.059646,0.013023,-0.019956,0.026848,0.090571,0.010482,-0.10466,0.925128,1.282525,0.336743,-0.126943,0.179193,-0.011814,-0.128189,0.696272,-0.877567,0.204577,0.074014
512,-2.357864,0.284081,0.79956,0.009094,-0.034373,-0.004076,0.999359,0.131365,0.03122,0.182436,0.125922,-0.092403,-0.026507,0.145901,-0.094525,-0.266621,0.135973,-0.151564,0.060448,0.012809,-0.019074,0.0259,0.124843,0.02497,-0.129118,0.949711,1.326902,0.343235,-0.170213,0.176532,-0.012742,-0.129035,0.707039,-0.881367,0.200475,0.076054
513,-2.355492,0.284325,0.79927,0.008378,-0.032243,-0.005522,0.99943,0.131008,0.032859,0.185024,0.126768,-0.097664,-0.027173,0.144578,-0.093014,-0.264028,0.135976,-0.154471,0.061399,0.012675,-0.018209,0.025626,0.170466,0.027529,-0.104267,0.937741,1.312579,0.347528,-0.186022,0.175619,-0.010725,-0.139653,0.719104,-0.882558,0.199069,0.075297
514,-2.353299,0.284824,0.798996,0.007459,-0.030273,-0.006517,0.999493,0.130413,0.034423,0.186887,0.127949,-0.10269,-0.027355,0.143016,-0.091689,-0.262168,0.136779,-0.157292,0.062619,0.01336,-0.017364,0.025787,0.214228,0.007777,-0.021188,0.899162,1.221286,0.351551,-0.179156,0.175274,-0.007841,-0.148509,0.7316,-0.8811,0.205921,0.071065
515,-2.351229,0.285589,0.798729,0.006349,-0.028485,-0.006923,0.99955,0.128866,0.036016,0.187693,0.131216,-0.108605,-0.027046,0.142697,-0.090281,-0.261463,0.135822,-0.158962,0.064179,0.015188,-0.016533,0.026266,0.256445,0.003497,0.021015,0.866608,1.160806,0.318748,-0.162649,0.177549,-0.006531,-0.157169,0.745683,-0.880188,0.213486,0.066748
516,-2.349267,0.286631,0.79847,0.005162,-0.026826,-0.007119,0.999601,0.127163,0.037276,0.188064,0.13485,-0.114702,-0.0262,0.143111,-0.089099,-0.261315,0.133775,-0.159747,0.066118,0.017808,-0.015764,0.02695,0.291799,0.017008,0.01792,0.851248,1.15948,0.285861,-0.146509,0.181968,-0.006289,-0.161186,0.76202,-0.884199,0.22039,0.066273
517,-2.347403,0.287988,0.79822,0.003995,-0.025236,-0.00682,0.99965,0.125644,0.037678,0.187671,0.137483,-0.120259,-0.02457,0.143964,-0.08862,-0.262037,0.1314,-0.160141,0.06868,0.020705,-0.015163,0.027692,0.313111,0.031379,-0.000702,0.849306,1.188622,0.272058,-0.140029,0.187992,-0.006621,-0.162945,0.778021,-0.890886,0.226196,0.068797
518,-2.345614,0.289623,0.797971,0.002894,-0.023672,-0.006302,0.999696,0.12483,0.037195,0.186908,0.138305,-0.125299,-0.022321,0.144845,-0.088844,-0.263199,0.129138,-0.160372,0.071735,0.023498,-0.01482,0.028325,0.32127,0.038279,-0.017032,0.853188,1.222532,0.273934,-0.143767,0.194076,-0.007416,-0.16371,0.792871,-0.899466,0.231996,0.07265
519,-2.343892,0.291492,0.797741,0.001863,-0.022056,-0.005546,0.99974,0.124283,0.036024,0.185823,0.137879,-0.129399,-0.019666,0.145656,-0.089603,-0.26479,0.126749,-0.160275,0.075128,0.026127,-0.014793,0.028787,0.320232,0.039355,-0.030575,0.859755,1.256433,0.283059,-0.155551,0.19956,-0.008452,-0.164497,0.80592,-0.908513,0.236917,0.077932
520,-2.3422,0.293565,0.797526,0.000869,-0.020347,-0.004936,0.99978,0.124011,0.034373,0.185015,0.136358,-0.132763,-0.016696,0.14644,-0.09068,-0.266311,0.123874,-0.159732,0.078785,0.028229,-0.015177,0.029009,0.312531,0.035959,-0.039686,0.865168,1.286679,0.294534,-0.168483,0.20379,-0.009375,-0.165894,0.816224,-0.91702,0.240569,0.083897
521,-2.340513,0.295833,0.797307,-0.000054,-0.018474,-0.004299,0.99982,0.123319,0.032255,0.184281,0.134823,-0.135935,-0.013391,0.147042,-0.092171,-0.267788,0.120751,-0.15892,0.082764,0.029552,-0.015988,0.029059,0.300645,0.028619,-0.044006,0.86487,1.309532,0.305661,-0.183781,0.206444,-0.009557,-0.168367,0.823366,-0.924561,0.244156,0.086854
522,-2.338792,0.298283,0.797062,-0.000916,-0.016486,-0.004027,0.999856,0.122153,0.029873,0.184192,0.134238,-0.139694,-0.00987,0.147011,-0.094068,-0.268422,0.118136,-0.158144,0.087068,0.030174,-0.01715,0.029084,0.29255,0.020676,-0.046501,0.850414,1.330069,0.31931,-0.204684,0.206245,-0.007719,-0.170835,0.832411,-0.931862,0.243243,0.083337
523,-2.337003,0.300899,0.796782,-0.001893,-0.014456,-0.004058,0.999885,0.120606,0.027693,0.184674,0.134988,-0.14437,-0.00624,0.146486,-0.095949,-0.268306,0.116027,-0.15737,0.091568,0.030732,-0.018565,0.029332,0.283393,0.009894,-0.023879,0.82806,1.332569,0.345906,-0.223437,0.207594,-0.006379,-0.174354,0.833105,-0.935258,0.237862,0.081473
524,-2.335128,0.303692,0.79647,-0.003041,-0.012489,-0.004512,0.999907,0.119309,0.025714,0.185918,0.136295,-0.149617,-0.00245,0.1457,-0.097724,-0.267299,0.11424,-0.156413,0.096229,0.031797,-0.020126,0.029822,0.265078,-0.015535,0.047426,0.797708,1.30606,0.41275,-0.240913,0.210317,-0.003751,-0.176463,0.822383,-0.937155,0.23461,0.084323
525,-2.333154,0.306646,0.796119,-0.00414,-0.010803,-0.00539,0.999919,0.119163,0.02339,0.187977,0.136949,-0.154827,0.001561,0.144729,-0.099951,-0.265376,0.113663,-0.155884,0.101084,0.033559,-0.021759,0.030197,0.236827,-0.052255,0.161251,0.758258,1.256361,0.477728,-0.209087,0.212531,0.004983,-0.174431,0.808325,-0.93893,0.238339,0.082823
526,-2.33101,0.309768,0.795721,-0.005361,-0.009221,-0.006592,0.999921,0.119883,0.021011,0.190755,0.136924,-0.160073,0.005747,0.144142,-0.10216,-0.262768,0.112968,-0.155455,0.106162,0.03599,-0.023777,0.030233,0.198742,-0.079759,0.295378,0.744436,1.206725,0.485255,-0.1299,0.219974,0.010758,-0.16767,0.792716,-0.936551,0.236859,0.079864
527,-2.32863,0.312997,0.795259,-0.006454,-0.007541,-0.008654,0.999913,0.120881,0.018377,0.195139,0.13688,-0.165487,0.009947,0.143555,-0.104649,-0.258691,0.112169,-0.155661,0.111368,0.038226,-0.025972,0.029896,0.154059,-0.092517,0.365382,0.748125,1.172831,0.484969,-0.07196,0.221231,0.009469,-0.15868,0.780856,-0.9344,0.232349,0.083355
528,-2.325968,0.316329,0.794748,-0.007645,-0.005666,-0.011756,0.999886,0.122066,0.016042,0.201477,0.1368,-0.170902,0.013954,0.142828,-0.106855,-0.252874,0.111051,-0.156092,0.116552,0.039445,-0.028392,0.029061,0.11611,-0.083186,0.354597,0.752156,1.15947,0.476565,-0.054266,0.214705,0.003646,-0.147539,0.77207,-0.935539,0.227847,0.092932
529,-2.323011,0.319799,0.794199,-0.008923,-0.003581,-0.015805,0.999829,0.123127,0.01398,0.209636,0.137401,-0.17657,0.017769,0.141459,-0.108936,-0.245359,0.110183,-0.156197,0.121518,0.039606,-0.030801,0.027848,0.094427,-0.050706,0.301965,0.758087,1.175682,0.434918,-0.055612,0.205472,-0.002335,-0.135996,0.765218,-0.937675,0.223577,0.102414
530,-2.319695,0.323492,0.793585,-0.010239,-0.001044,-0.020642,0.999734,0.123593,0.011888,0.219261,0.13907,-0.183241,0.02159,0.1389,-0.111251,-0.236181,0.10985,-0.155467,0.126808,0.039013,-0.032754,0.026558,0.080884,-0.010181,0.239953,0.756403,1.20502,0.375642,-0.054562,0.194786,-0.007002,-0.126342,0.758285,-0.938338,0.219571,0.107272
531,-2.316037,0.327528,0.792878,-0.011861,0.001488,-0.02607,0.999589,0.12461,0.009854,0.229935,0.141231,-0.191162,0.025693,0.135942,-0.113597,-0.225753,0.110157,-0.154054,0.132652,0.0383,-0.034147,0.024947,0.074579,0.030096,0.189351,0.73964,1.226365,0.313376,-0.050725,0.179513,-0.01079,-0.120918,0.756539,-0.936024,0.214777,0.102697
532,-2.312033,0.331921,0.792091,-0.013889,0.003981,-0.031832,0.999389,0.126114,0.008061,0.241161,0.143854,-0.19972,0.030014,0.133287,-0.115648,-0.214782,0.110262,-0.152017,0.138851,0.037867,-0.035136,0.022978,0.067808,0.056021,0.156743,0.71959,1.228647,0.270867,-0.041659,0.170373,-0.011808,-0.118251,0.750893,-0.929613,0.209016,0.092995
533,-2.307708,0.336686,0.791269,-0.016218,0.006464,-0.037699,0.999137,0.127401,0.006362,0.252537,0.147725,-0.208494,0.034581,0.130657,-0.117724,-0.203702,0.110802,-0.148911,0.145121,0.037631,-0.035827,0.020858,0.061033,0.070989,0.136684,0.701761,1.218692,0.247249,-0.033965,0.16508,-0.01047,-0.118536,0.742456,-0.919112,0.203269,0.082136
534,-2.303093,0.341853,0.790497,-0.018679,0.009073,-0.04343,0.998841,0.127297,0.00452,0.263477,0.154209,-0.217343,0.039469,0.127439,-0.120365,-0.192968,0.112564,-0.144145,0.151233,0.037288,-0.036372,0.018945,0.053897,0.07658,0.126352,0.690493,1.199561,0.237589,-0.033118,0.162434,-0.008547,-0.119345,0.733626,-0.907866,0.199124,0.074158
535,-2.298252,0.347432,0.790054,-0.021224,0.011483,-0.048472,0.998533,0.124775,0.002976,0.273593,0.16617,-0.226753,0.044262,0.124251,-0.1238,-0.183452,0.116119,-0.137324,0.156808,0.03685,-0.036771,0.017221,0.046121,0.07543,0.12185,0.686496,1.178517,0.239149,-0.034023,0.162322,-0.006115,-0.119716,0.725045,-0.897522,0.196838,0.068546
536,-2.293126,0.353442,0.791463,-0.023699,0.013928,-0.052808,0.998226,0.119009,0.001748,0.282723,0.18365,-0.235386,0.049709,0.122262,-0.129124,-0.175013,0.122733,-0.12898,0.161727,0.036389,-0.036891,0.015737,0.037408,0.069553,0.11794,0.691795,1.163588,0.251233,-0.035651,0.164347,-0.003853,-0.118447,0.717298,-0.891445,0.197193,0.063142
537,-2.28794,0.359879,0.791384,-0.026029,0.016838,-0.056356,0.997929,0.109672,0.00006,0.290633,0.206278,-0.242986,0.056185,0.11685,-0.134906,-0.170065,0.13103,-0.120824,0.164848,0.035921,-0.036615,0.014448,0.028472,0.061141,0.111381,0.704643,1.15653,0.262715,-0.039581,0.167404,-0.001583,-0.11682,0.711542,-0.887565,0.198831,0.059392
538,-2.28264,0.366773,0.791309,-0.028433,0.020447,-0.059328,0.997624,0.094668,-0.000716,0.297916,0.238143,-0.251067,0.061432,0.10826,-0.141569,-0.168984,0.143103,-0.113291,0.166015,0.035566,-0.035957,0.013319,0.022201,0.052353,0.104263,0.720434,1.159683,0.272781,-0.050599,0.170892,0.001255,-0.115729,0.709595,-0.884313,0.202092,0.059227
539,-2.277065,0.374183,0.793462,-0.03077,0.02464,-0.061663,0.997318,0.071625,-0.000404,0.305565,0.289975,-0.25911,0.066028,0.093635,-0.149737,-0.170164,0.165468,-0.108791,0.168297,0.035387,-0.034685,0.012876,0.020424,0.043196,0.097835,0.731937,1.178818,0.292631,-0.062386,0.173647,0.004475,-0.115111,0.711723,-0.883345,0.20676,0.060662
540,-2.271494,0.382035,0.793536,-0.033276,0.029654,-0.062705,0.997036,0.029195,0.00534,0.310302,0.371571,-0.260043,0.072541,0.075523,-0.159695,-0.174323,0.193228,-0.105494,0.174685,0.035961,-0.032752,0.014286,0.020712,0.029595,0.097181,0.735348,1.200795,0.319111,-0.069475,0.175815,0.008204,-0.115741,0.716312,-0.883479,0.212577,0.061249
541,-2.265653,0.390445,0.792601,-0.036706,0.034246,-0.061162,0.996865,-0.034246,0.017576,0.307538,0.49483,-0.241873,0.075226,0.058264,-0.170277,-0.180803,0.22471,-0.100572,0.187197,0.037696,-0.029822,0.018245,0.023132,0.013605,0.104958,0.733176,1.218226,0.350625,-0.068505,0.181577,0.013458,-0.117045,0.72152,-0.883416,0.217856,0.060252
542,-2.259359,0.399379,0.789971,-0.041828,0.037379,-0.055639,0.996874,-0.126908,0.038742,0.287124,0.676354,-0.18732,0.05474,0.038766,-0.181005,-0.184377,0.272333,-0.096674,0.206968,0.039248,-0.025856,0.026418,0.026369,0.000823,0.120264,0.729353,1.230453,0.379273,-0.058677,0.193187,0.022588,-0.118466,0.727178,-0.8822,0.221563,0.059355
543,-2.252493,0.408794,0.783955,-0.048593,0.039458,-0.044683,0.997038,-0.252789,0.062515,0.245174,0.909159,-0.08716,-0.010964,0.024175,-0.189034,-0.182453,0.323966,-0.104114,0.23095,0.037974,-0.021619,0.038268,0.027073,-0.009859,0.14995,0.72452,1.227803,0.41351,-0.043225,0.211557,0.033241,-0.116433,0.732521,-0.879352,0.220329,0.061304
544,-2.244776,0.418971,0.777531,-0.054615,0.041142,-0.029905,0.997211,-0.398184,0.059735,0.174026,1.147111,0.014055,-0.214359,0.021153,-0.195159,-0.182756,0.361963,-0.117642,0.245863,0.030568,-0.019149,0.051847,0.025742,-0.015214,0.180474,0.73078,1.218575,0.442666,-0.026518,0.238465,0.035912,-0.0986,0.730886,-0.886025,0.21229,0.070691
545,-2.2361,0.4303,0.770555,-0.059754,0.043581,-0.011369,0.997197,-0.542094,0.056125,0.162842,1.326291,0.059511,-0.24633,0.029884,-0.20231,-0.202744,0.381129,-0.133329,0.247597,0.008909,-0.018194,0.066396,0.022643,-0.000821,0.202067,0.746493,1.219196,0.466288,-0.017405,0.258151,0.020685,-0.064619,0.731594,-0.90441,0.19759,0.088837
546,-2.226353,0.442716,0.76412,-0.06348,0.046907,-0.005736,0.996864,-0.654207,0.063237,0.040862,1.390712,-0.059024,-0.247599,0.041273,-0.211081,-0.21509,0.380684,-0.143326,0.247701,-0.006006,-0.025417,0.080369,0.018228,0.035138,0.214761,0.774377,1.229532,0.476576,-0.021522,0.265421,-0.004151,-0.031852,0.732634,-0.918981,0.182901,0.100579
547,-2.21611,0.45614,0.75789,-0.067391,0.051377,-0.010631,0.996346,-0.741367,0.201842,-0.061534,1.347849,-0.138602,-0.245809,0.052597,-0.218174,-0.210442,0.3619,-0.139902,0.247712,-0.012544,-0.03898,0.096053,0.01204,0.084901,0.22361,0.809106,1.239759,0.477179,-0.03614,0.265001,-0.031639,-0.012117,0.72811,-0.926847,0.17565,0.103263
548,-2.205739,0.470414,0.750578,-0.07206,0.057699,-0.023104,0.995462,-0.807394,0.403507,-0.105263,1.188249,-0.195055,-0.202971,0.058777,-0.224678,-0.191821,0.33584,-0.133561,0.247713,-0.005518,-0.055271,0.114132,0.005616,0.146251,0.211203,0.844195,1.266369,0.465226,-0.066181,0.266847,-0.052093,-0.01686,0.712443,-0.917542,0.172647,0.093946
549,-2.195361,0.485756,0.7412,-0.079249,0.065899,-0.036363,0.994009,-0.833188,0.5589,-0.062821,0.937399,-0.216273,-0.12011,0.061289,-0.23228,-0.179839,0.310597,-0.131401,0.247724,0.007623,-0.07011,0.132159,0.003268,0.211316,0.184278,0.860335,1.304138,0.426714,-0.098247,0.275446,-0.067002,-0.039753,0.687494,-0.887729,0.174588,0.071059
550,-2.185079,0.501521,0.729811,-0.080656,0.076284,-0.048021,0.992658,-0.824478,0.574913,-0.070808,0.723855,-0.035472,-0.24022,0.058771,-0.25548,-0.183655,0.293735,-0.142126,0.24773,0.020956,-0.085912,0.147446,-0.005572,0.267725,0.162869,0.859745,1.331069,0.375642,-0.1328,0.293305,-0.082925,-0.077509,0.657649,-0.823347,0.166687,0.04046
551,-2.176217,0.516985,0.720277,-0.076604,0.080977,-0.05235,0.992388,-0.866274,0.545094,-0.093627,0.787682,-0.015423,-0.246663,0.042243,-0.301777,-0.203218,0.337534,-0.180661,0.247709,0.02848,-0.100871,0.165236,-0.026035,0.318244,0.151315,0.857412,1.349985,0.333215,-0.160515,0.324303,-0.102571,-0.113773,0.634399,-0.745623,0.147233,0.008816
552,-2.16777,0.531594,0.710544,-0.069784,0.083086,-0.046019,0.99303,-0.920804,0.512229,-0.098354,0.900477,-0.058754,-0.23875,0.013645,-0.370884,-0.234785,0.430558,-0.204791,0.247353,0.031617,-0.120792,0.191667,-0.065718,0.363777,0.1481,0.852354,1.366274,0.306356,-0.166015,0.36421,-0.109122,-0.150921,0.621491,-0.662072,0.129323,-0.022974
553,-2.160138,0.54362,0.703124,-0.061837,0.083743,-0.036438,0.993899,-0.949212,0.475084,-0.094823,0.981842,-0.104891,-0.226262,-0.007271,-0.445418,-0.266095,0.517221,-0.203503,0.238325,0.032241,-0.143855,0.220628,-0.108117,0.400614,0.15004,0.837258,1.389874,0.30866,-0.147272,0.392294,-0.10824,-0.160996,0.63012,-0.614792,0.133014,-0.053478
554,-2.154398,0.552134,0.702656,-0.059874,0.088193,-0.031117,0.993815,-0.972101,0.451558,-0.0978,1.029733,-0.131965,-0.21918,-0.047241,-0.491069,-0.310027,0.608302,-0.1879,0.104661,0.03101,-0.167283,0.24581,-0.14079,0.427881,0.171917,0.791506,1.408133,0.349629,-0.09775,0.394205,-0.117077,-0.117611,0.649426,-0.635889,0.158816,-0.031442
555,-2.150099,0.557708,0.70459,-0.058793,0.094794,-0.025776,0.993425,-0.979788,0.433178,-0.096566,1.035844,-0.141049,-0.213857,-0.094133,-0.522276,-0.375697,0.687043,-0.158153,-0.041639,0.031438,-0.187308,0.265262,-0.166279,0.434307,0.206103,0.71817,1.390832,0.371755,-0.031017,0.389944,-0.133888,-0.050373,0.655336,-0.698752,0.16742,0.03253
556,-2.146803,0.560984,0.709835,-0.060823,0.100042,-0.02139,0.992892,-0.972326,0.423503,-0.096191,1.012697,-0.136753,-0.210222,-0.146679,-0.515649,-0.397682,0.7512,-0.134515,-0.041949,0.030404,-0.202593,0.28084,-0.181428,0.432961,0.252073,0.631902,1.317146,0.35964,0.046231,0.381701,-0.154313,0.017863,0.650007,-0.768175,0.14432,0.113137
557,-2.143959,0.562771,0.717474,-0.065435,0.104138,-0.019966,0.992207,-0.953677,0.424043,-0.094333,0.971215,-0.124101,-0.207764,-0.200837,-0.482098,-0.393447,0.79588,-0.133122,-0.036323,0.029271,-0.211943,0.290705,-0.189572,0.42738,0.30053,0.560348,1.193952,0.316192,0.107268,0.369812,-0.157112,0.058337,0.64404,-0.802479,0.108766,0.183418
558,-2.141047,0.563382,0.725958,-0.068146,0.106122,-0.019954,0.991815,-0.923027,0.428116,-0.084217,0.9201,-0.107315,-0.206117,-0.243222,-0.447357,-0.386624,0.818278,-0.134225,-0.013699,0.031635,-0.215578,0.294879,-0.195293,0.421786,0.333488,0.526729,1.060983,0.274127,0.124248,0.365101,-0.142693,0.051741,0.637474,-0.77773,0.086381,0.246774
559,-2.137989,0.563068,0.73408,-0.068058,0.104438,-0.022875,0.991936,-0.880867,0.435534,-0.064571,0.86808,-0.089867,-0.205326,-0.262597,-0.432436,-0.393166,0.819718,-0.141549,0.010758,0.035626,-0.215091,0.29407,-0.199262,0.4195,0.344385,0.524192,0.955444,0.25567,0.104168,0.363846,-0.129168,0.023843,0.625703,-0.726556,0.084141,0.291723
560,-2.134707,0.561836,0.741558,-0.067818,0.097793,-0.023883,0.992606,-0.830401,0.442029,-0.045118,0.817713,-0.072801,-0.205748,-0.2813,-0.380919,-0.331158,0.808646,-0.156217,0.036753,0.035115,-0.210412,0.291167,-0.199208,0.421377,0.332664,0.538403,0.902135,0.269561,0.072867,0.36351,-0.128903,0.008112,0.60855,-0.699805,0.08643,0.301537
561,-2.131317,0.559683,0.748067,-0.065592,0.088475,-0.02619,0.993571,-0.773552,0.448656,-0.021204,0.769189,-0.056296,-0.20762,-0.283575,-0.336536,-0.271544,0.780738,-0.163355,0.065143,0.034521,-0.20332,0.285114,-0.195005,0.422379,0.298349,0.562202,0.900417,0.297226,0.047265,0.365281,-0.139277,0.002689,0.591775,-0.708544,0.089224,0.276397
562,-2.127993,0.556636,0.753331,-0.06115,0.07793,-0.029574,0.994642,-0.712984,0.453628,0.006983,0.72167,-0.039968,-0.210711,-0.268925,-0.32022,-0.248985,0.739399,-0.182806,0.074749,0.033553,-0.196283,0.275942,-0.187621,0.418198,0.247391,0.591947,0.938888,0.324155,0.032404,0.367209,-0.136445,-0.013637,0.583674,-0.714487,0.098491,0.224065
563,-2.12489,0.552643,0.756899,-0.054604,0.06611,-0.031345,0.995824,-0.653462,0.452928,0.03356,0.679829,-0.025717,-0.215362,-0.244256,-0.316763,-0.239108,0.691791,-0.223334,0.072151,0.03018,-0.189853,0.265709,-0.174872,0.412082,0.190843,0.622887,0.997897,0.340551,0.01702,0.368744,-0.130573,-0.042264,0.569547,-0.711387,0.112499,0.169299
564,-2.122288,0.547619,0.758578,-0.044909,0.053955,-0.031756,0.997027,-0.598239,0.44491,0.057583,0.645663,-0.013595,-0.221949,-0.220556,-0.314263,-0.220734,0.648032,-0.26398,0.074132,0.024779,-0.182979,0.256031,-0.157812,0.399123,0.138214,0.648482,1.05815,0.338178,0.001036,0.370566,-0.127345,-0.071411,0.545563,-0.710984,0.128601,0.122589
565,-2.120495,0.541416,0.758349,-0.03345,0.041538,-0.03151,0.99808,-0.547585,0.432941,0.077834,0.617057,-0.0029,-0.229539,-0.200913,-0.309329,-0.196387,0.614743,-0.288358,0.105717,0.019932,-0.175669,0.246951,-0.13635,0.380304,0.096857,0.665354,1.10967,0.320695,-0.018637,0.373105,-0.129888,-0.090971,0.512171,-0.726467,0.141397,0.089142
566,-2.119885,0.533639,0.755051,-0.021199,0.029989,-0.031403,0.998832,-0.506383,0.42192,0.093699,0.595868,0.006205,-0.237702,-0.188174,-0.314821,-0.183011,0.613471,-0.319299,0.131658,0.016616,-0.16824,0.238706,-0.110467,0.355887,0.075788,0.666525,1.146414,0.30134,-0.036388,0.374573,-0.136126,-0.099409,0.476556,-0.752011,0.147281,0.075419
